['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.13979976118306237, 1.3047614097595215]
['BV', 69, 'CV', 259, 'gvmap', 'mknod', 'V0', 'V0', 0.1444816053511706, 0.08771967887878418]
['BV', 11, 'CV', 16, 'bash', 'dd', 'V1', 'V2', 0.12303520544167657, 2.2215638160705566]
['CV', 88, 'UV', 13, 'stat', 'strings', 'V3', 'V2', 0.12770453008789717, 1.063655138015747]
['CV', 48, 'UV', 20, 'df', 'size', 'V2', 'V2', 0.13188024764651007, 1.0017778873443604]
['CV', 112, 'UV', 36, 'expand', 'objdump', 'V3', 'V3', 0.13486461467252953, 1.7205941677093506]
['BV', 82, 'UV', 5, 'gvmap', 'diff', 'V1', 'V2', 0.04723950233281493, 0.24371695518493652]
['CV', 230, 'UV', 60, 'yes', 'gprof', 'V0', 'V1', 0.1466029990784954, 0.88958740234375]
['CV', 342, 'BV', 4, 'sleep', 'geany', 'V1', 'V3', 0.18280601388355944, 23.42305898666382]
['BV', 72, 'CV', 137, 'perl', 'cksum', 'V1', 'V3', 0.09161851630470874, 2.068905830383301]
['UV', 38, 'BV', 58, 'xargs', 'ruby', 'V3', 'V3', 0.2649147727272727, 0.03265094757080078]
['BV', 67, 'CV', 329, 'cluster', 'cat', 'V0', 'V1', 0.14786264891380518, 0.08449506759643555]
['CV', 176, 'BV', 61, 'unlink', 'cmp', 'V0', 'V0', 0.05974395448079661, 0.01085209846496582]
['UV', 86, 'CV', 79, 'size', 'fold', 'V0', 'V2', 0.1252112336042488, 0.7629268169403076]
['CV', 251, 'UV', 31, 'nl', 'gprof', 'V0', 'V3', 0.1313892004486461, 1.0124680995941162]
['BV', 8, 'CV', 143, 'cluster', 'yes', 'V2', 'V3', 0.13667768098528088, 0.10556244850158691]
['CV', 143, 'BV', 20, 'yes', 'sort', 'V3', 'V1', 0.09369475545079553, 0.03755354881286621]
['CV', 73, 'UV', 0, 'shred', 'locate', 'V2', 'V2', 0.05773468488320843, 0.07127666473388672]
['CV', 338, 'UV', 77, 'nl', 'ranlib', 'V1', 'V0', 0.13103849671572299, 0.9573383331298828]
['UV', 54, 'BV', 4, 'as', 'geany', 'V1', 'V3', 0.11287362883823349, 41.38014268875122]
['CV', 204, 'UV', 76, 'pinky', 'as', 'V0', 'V0', 0.13097473798994363, 1.482039213180542]
['CV', 27, 'BV', 33, 'expr', 'openssl', 'V2', 'V0', 0.09899414017441055, 5.889190196990967]
['CV', 215, 'BV', 69, 'nice', 'gvmap', 'V0', 'V0', 0.14758527524484966, 0.08913564682006836]
['BV', 64, 'UV', 53, 'openssl', 'readelf', 'V2', 'V1', 0.23649897587051005, 5.377227544784546]
['UV', 50, 'CV', 208, 'find', 'echo', 'V1', 'V0', 0.16313725490196074, 0.1327376365661621]
['BV', 49, 'CV', 167, 'make', 'uniq', 'V3', 'V3', 0.11963842609003894, 0.22835969924926758]
['CV', 245, 'BV', 55, '[', 'codeblocks', 'V0', 'V3', 0.18921883569693643, 10.366045236587524]
['UV', 2, 'CV', 324, 'find', 'mv', 'V2', 'V1', 0.09584124973611985, 0.23812508583068848]
['BV', 3, 'CV', 265, 'diff', 'basename', 'V1', 'V1', 0.1388767958206356, 0.05844306945800781]
['BV', 1, 'CV', 325, 'libSDL2-2.0.so', 'md5sum', 'V3', 'V1', 0.19390127170791738, 4.958051919937134]
['UV', 5, 'CV', 262, 'diff', 'stat', 'V2', 'V1', 0.13033953997809422, 0.0810704231262207]
['CV', 230, 'UV', 57, 'yes', 'strings', 'V0', 'V1', 0.1508988560014527, 0.8200304508209229]
['CV', 78, 'UV', 53, 'rm', 'readelf', 'V2', 'V1', 0.07063197026022305, 0.11729168891906738]
['CV', 335, 'UV', 51, 'pathchk', 'nm', 'V1', 'V1', 0.14918497519489726, 0.8577136993408203]
['BV', 29, 'CV', 141, 'perl', 'false', 'V3', 'V3', 0.1037853207748356, 2.263697624206543]
['CV', 115, 'UV', 41, 'chown', 'cmp', 'V3', 'V3', 0.05778894472361806, 0.048053741455078125]
['CV', 259, 'BV', 30, 'mknod', 'bash', 'V0', 'V0', 0.1316761505440751, 1.8896753787994385]
['BV', 76, 'UV', 63, 'diff', 'elfedit', 'V2', 'V1', 0.12280096585029321, 0.08975911140441895]
['CV', 26, 'BV', 44, 'date', 'make', 'V2', 'V0', 0.11408274132887586, 0.17702579498291016]
['UV', 16, 'CV', 64, 'gprof', 'md5sum', 'V2', 'V2', 0.14193227091633465, 0.9464290142059326]
['BV', 17, 'UV', 51, 'codeblocks', 'nm', 'V2', 'V1', 0.11489414902483741, 16.9939181804657]
['CV', 11, 'UV', 33, 'printenv', 'ar', 'V2', 'V3', 0.15090909090909088, 0.9361476898193359]
['UV', 77, 'CV', 202, 'ranlib', 'chown', 'V0', 'V0', 0.13714679531357687, 0.8903055191040039]
['BV', 52, 'CV', 289, 'libSDL2-2.0.so', 'chown', 'V2', 'V1', 0.18764395761887698, 3.9612302780151367]
['UV', 63, 'CV', 284, 'elfedit', 'wc', 'V1', 'V1', 0.05922165820642977, 0.023995399475097656]
['UV', 83, 'CV', 74, 'addr2line', 'pathchk', 'V0', 'V2', 0.1471221338324754, 0.7566170692443848]
['BV', 30, 'CV', 147, 'bash', 'hostid', 'V0', 'V3', 0.12976721149083703, 1.8874244689941406]
['BV', 63, 'CV', 264, 'ruby', 'test', 'V0', 'V1', 0.11677192982456142, 8.885942459106445]
['UV', 24, 'CV', 38, 'readelf', 'split', 'V3', 'V2', 0.09909104455371776, 0.26393795013427734]
['UV', 73, 'CV', 60, 'nm', 'hostid', 'V0', 'V2', 0.14861623616236164, 0.7725949287414551]
['CV', 2, 'BV', 16, 'unlink', 'libvlc.so', 'V2', 'V3', 0.19681985650572043, 0.3027162551879883]
['CV', 127, 'BV', 26, 'ls', 'geany', 'V3', 'V2', 0.1733289586409289, 23.273098707199097]
['BV', 40, 'CV', 19, 'lua', 'pr', 'V2', 'V2', 0.12009905076351635, 0.36028075218200684]
['BV', 26, 'CV', 9, 'geany', 'users', 'V2', 'V2', 0.18324450116357627, 19.892619609832764]
['CV', 40, 'BV', 13, 'ls', 'cp', 'V2', 'V2', 0.02914663461538458, 0.13076519966125488]
['BV', 38, 'CV', 74, 'ruby', 'pathchk', 'V2', 'V2', 0.20666666666666667, 0.006308555603027344]
['CV', 142, 'UV', 69, 'nohup', 'sdiff', 'V3', 'V0', 0.06740914419695199, 0.03769111633300781]
['BV', 52, 'CV', 288, 'libSDL2-2.0.so', 'expr', 'V2', 'V1', 0.18300686338359795, 3.998671054840088]
['UV', 8, 'CV', 121, 'strip', 'echo', 'V2', 'V3', 0.13941914877813266, 1.0848314762115479]
['CV', 92, 'UV', 76, 'mkdir', 'as', 'V3', 'V0', 0.12557145401650538, 1.5293974876403809]
['CV', 249, 'BV', 35, 'tr', 'libvlccore.so', 'V0', 'V2', 0.16548906512857486, 3.198035955429077]
['UV', 82, 'CV', 183, 'gprof', 'users', 'V0', 'V0', 0.1441488436793601, 0.9233865737915039]
['UV', 74, 'CV', 76, 'strip', 'comm', 'V0', 'V2', 0.13413139107232996, 1.0589218139648438]
['CV', 288, 'UV', 80, 'expr', 'objcopy', 'V1', 'V0', 0.12420777073573985, 1.1858651638031006]
['CV', 6, 'BV', 77, 'fmt', 'perl', 'V2', 'V2', 0.09152641497173308, 2.1883485317230225]
['CV', 163, 'BV', 60, 'comm', 'codeblocks', 'V3', 'V1', 0.1843160314320842, 9.542890548706055]
['CV', 308, 'BV', 47, 'od', 'dot', 'V1', 'V3', 0.15715948777648425, 0.014467716217041016]
['CV', 45, 'BV', 32, 'cp', 'perl', 'V2', 'V0', 0.09643756747031307, 2.4276812076568604]
['CV', 101, 'UV', 24, 'dirname', 'readelf', 'V3', 'V3', 0.11498810467882636, 0.22490954399108887]
['BV', 26, 'CV', 253, 'geany', 'fold', 'V2', 'V0', 0.18409860745201356, 19.730554342269897]
['CV', 258, 'BV', 19, 'rmdir', 'cp', 'V0', 'V3', 0.151841125362019, 0.06255769729614258]
['UV', 54, 'CV', 217, 'as', 'chmod', 'V1', 'V0', 0.12724965389940013, 1.5347211360931396]
['CV', 317, 'UV', 43, 'yes', 'sdiff', 'V1', 'V3', 0.13094367227505488, 0.027105093002319336]
['BV', 57, 'CV', 133, 'svn', 'cut', 'V2', 'V3', 0.20418940327407142, 0.3724217414855957]
['BV', 18, 'UV', 1, 'sort', 'xargs', 'V3', 'V2', 0.0616378045201057, 0.12140703201293945]
['UV', 63, 'CV', 128, 'elfedit', 'nice', 'V1', 'V3', 0.05324980422866088, 0.024384737014770508]
['UV', 55, 'BV', 76, 'ranlib', 'diff', 'V1', 'V2', 0.10749521425415987, 1.2856128215789795]
['BV', 18, 'CV', 340, 'sort', 'fold', 'V3', 'V1', 0.14252153484729835, 0.06893658638000488]
['CV', 61, 'UV', 0, 'ginstall', 'locate', 'V2', 'V2', 0.04983277591973245, 0.11209249496459961]
['CV', 304, 'BV', 26, 'chmod', 'geany', 'V1', 'V2', 0.18112925804946334, 20.68095326423645]
['CV', 306, 'BV', 76, 'cp', 'diff', 'V1', 'V2', 0.07754249925439904, 0.12000036239624023]
['BV', 11, 'CV', 186, 'bash', 'stty', 'V1', 'V0', 0.1290594685786588, 2.1068789958953857]
['CV', 334, 'UV', 17, 'shred', 'addr2line', 'V1', 'V2', 0.13696355213705091, 0.976811408996582]
['CV', 33, 'BV', 16, 'sync', 'libvlc.so', 'V2', 'V3', 0.19781931464174451, 0.2960703372955322]
['BV', 7, 'CV', 232, 'libSDL2-2.0.so', 'readlink', 'V0', 'V0', 0.22193503318197694, 2.7613182067871094]
['CV', 81, 'UV', 16, 'sleep', 'gprof', 'V2', 'V2', 0.14475110481113984, 0.9413802623748779]
['UV', 45, 'CV', 91, 'cmp', 'basename', 'V1', 'V3', 0.06203840472673561, 0.02757883071899414]
['UV', 38, 'CV', 212, 'xargs', 'split', 'V3', 'V0', 0.1353711790393013, 0.05550241470336914]
['CV', 209, 'BV', 42, 'sum', 'libvlc.so', 'V0', 'V1', 0.17903261107463342, 0.23330473899841309]
['CV', 337, 'BV', 46, 'comm', 'cluster', 'V1', 'V3', 0.14517133956386297, 0.10152363777160645]
['UV', 26, 'CV', 106, 'ranlib', 'pr', 'V3', 'V3', 0.13317547154405163, 1.0379905700683594]
['UV', 37, 'CV', 204, 'locate', 'pinky', 'V3', 'V0', 0.14457831325301207, 0.09374260902404785]
['UV', 73, 'BV', 22, 'nm', 'cmp', 'V0', 'V3', 0.1387714722546991, 0.8500516414642334]
['CV', 165, 'BV', 25, 'rm', 'git', 'V3', 'V3', 0.0849989254244573, 8.934499025344849]
['CV', 101, 'BV', 4, 'dirname', 'geany', 'V3', 'V3', 0.18197633959638138, 23.147809267044067]
['BV', 50, 'CV', 116, 'sort', 'tail', 'V0', 'V3', 0.03755868544600938, 0.052083492279052734]
['BV', 5, 'UV', 5, 'libvlccore.so', 'diff', 'V0', 'V2', 0.1424630047654878, 3.2675042152404785]
['CV', 339, 'BV', 56, 'rm', 'ssh', 'V1', 'V3', 0.14208249951584795, 1.3305306434631348]
['UV', 61, 'CV', 246, 'addr2line', 'id', 'V1', 'V0', 0.14776293373980098, 0.8276314735412598]
['UV', 45, 'CV', 314, 'cmp', 'tty', 'V1', 'V1', 0.10781671159029649, 0.021141767501831055]
['CV', 146, 'UV', 20, 'head', 'size', 'V3', 'V2', 0.1412853650017465, 0.895195484161377]
['CV', 338, 'UV', 16, 'nl', 'gprof', 'V1', 'V2', 0.13051034918628535, 1.0338244438171387]
['UV', 33, 'CV', 28, 'ar', 'chown', 'V3', 'V2', 0.13474534366243618, 1.0173511505126953]
['CV', 330, 'UV', 34, 'csplit', 'elfedit', 'V1', 'V3', 0.06654343807763397, 0.04986763000488281]
['CV', 285, 'UV', 72, 'factor', 'find', 'V1', 'V0', 0.15919428200129948, 0.10483598709106445]
['CV', 253, 'UV', 20, 'fold', 'size', 'V0', 'V2', 0.15104920405209843, 0.8528530597686768]
['UV', 44, 'CV', 286, 'diff3', 'expand', 'V1', 'V1', 0.10361958836053942, 0.027511119842529297]
['CV', 292, 'BV', 71, 'sha1sum', 'ruby', 'V1', 'V1', 0.25605536332179923, 0.007215023040771484]
['CV', 325, 'BV', 65, 'md5sum', 'ssh', 'V1', 'V1', 0.11815832746065302, 3.4466569423675537]
['CV', 336, 'BV', 22, 'tr', 'cmp', 'V1', 'V3', 0.06747536012130406, 0.026391029357910156]
['CV', 149, 'UV', 44, 'unexpand', 'diff3', 'V3', 'V1', 0.058132706987668814, 0.03553199768066406]
['CV', 279, 'BV', 6, 'pwd', 'libvlc.so', 'V1', 'V0', 0.19551438322769377, 0.21091866493225098]
['CV', 88, 'UV', 65, 'stat', 'objdump', 'V3', 'V1', 0.1223566801124557, 1.693295955657959]
['UV', 15, 'CV', 247, 'ld', 'shred', 'V2', 'V0', 0.13012952427066937, 1.5470051765441895]
['BV', 82, 'CV', 284, 'gvmap', 'wc', 'V1', 'V1', 0.13802159323023055, 0.11224937438964844]
['CV', 62, 'BV', 6, 'unexpand', 'libvlc.so', 'V2', 'V0', 0.19212295869356388, 0.21911334991455078]
['CV', 115, 'BV', 18, 'chown', 'sort', 'V3', 'V3', 0.07185273159144889, 0.11158490180969238]
['BV', 52, 'CV', 166, 'libSDL2-2.0.so', 'fold', 'V2', 'V3', 0.1910141339110698, 3.838003396987915]
['CV', 345, 'UV', 83, 'rmdir', 'addr2line', 'V1', 'V0', 0.15031255919681752, 0.7718982696533203]
['CV', 85, 'UV', 85, 'mknod', 'elfedit', 'V2', 'V0', 0.06853839801816686, 0.022917985916137695]
['BV', 2, 'CV', 194, 'cmp', 'tee', 'V1', 'V0', 0.08773424190800683, 0.022665023803710938]
['UV', 2, 'CV', 333, 'find', 'id', 'V2', 'V1', 0.15386584741423448, 0.1427934169769287]
['CV', 213, 'UV', 37, 'whoami', 'locate', 'V0', 'V3', 0.17310036570499798, 0.08279585838317871]
['UV', 8, 'CV', 116, 'strip', 'tail', 'V2', 'V3', 0.12607246685102458, 1.2715284824371338]
['BV', 5, 'CV', 346, 'libvlccore.so', 'mknod', 'V0', 'V1', 0.17266107678729037, 2.5052497386932373]
['CV', 133, 'BV', 64, 'cut', 'openssl', 'V3', 'V2', 0.2817685773752602, 4.52945876121521]
['CV', 216, 'BV', 33, 'dircolors', 'openssl', 'V0', 'V0', 0.10339709762532978, 5.439371109008789]
['CV', 123, 'UV', 42, 'chroot', 'diff', 'V3', 'V3', 0.11100131752305664, 0.09322810173034668]
['BV', 66, 'CV', 52, 'lua', 'logname', 'V1', 'V2', 0.13757510399014017, 0.2731468677520752]
['UV', 16, 'BV', 55, 'gprof', 'codeblocks', 'V2', 'V3', 0.11497239363429679, 18.333073139190674]
['BV', 5, 'CV', 157, 'libvlccore.so', 'vdir', 'V0', 'V3', 0.14321000100816617, 3.2146384716033936]
['BV', 7, 'UV', 50, 'libSDL2-2.0.so', 'find', 'V0', 'V1', 0.1561348987108655, 3.960428237915039]
['CV', 263, 'UV', 36, 'unlink', 'objdump', 'V1', 'V3', 0.14088414094316237, 1.616175889968872]
['CV', 271, 'BV', 29, 'ptx', 'perl', 'V1', 'V3', 0.0980195277335365, 2.471891403198242]
['CV', 230, 'UV', 31, 'yes', 'gprof', 'V0', 'V3', 0.1503138704961734, 0.8835468292236328]
['BV', 2, 'UV', 24, 'cmp', 'readelf', 'V1', 'V3', 0.10521443998765811, 0.2465989589691162]
['CV', 214, 'BV', 20, 'ls', 'sort', 'V0', 'V1', 0.047501032631144136, 0.08015179634094238]
['CV', 188, 'BV', 83, 'dirname', 'git', 'V0', 'V2', 0.09477867183329713, 6.094249725341797]
['CV', 266, 'UV', 30, 'mkdir', 'ld', 'V1', 'V3', 0.14271145770845828, 1.747972011566162]
['UV', 85, 'CV', 203, 'elfedit', 'tail', 'V0', 'V0', 0.04128113879003559, 0.02941298484802246]
['UV', 28, 'CV', 92, 'strings', 'mkdir', 'V3', 'V3', 0.13880517638716539, 0.9003701210021973]
['BV', 34, 'CV', 189, 'svn', 'uptime', 'V0', 'V0', 0.21733122779313074, 0.2970855236053467]
['BV', 32, 'CV', 329, 'perl', 'cat', 'V0', 'V1', 0.1107784431137725, 1.8034107685089111]
['CV', 81, 'BV', 81, 'sleep', 'dot', 'V2', 'V1', 0.13606340819022456, 0.011550426483154297]
['CV', 274, 'BV', 4, 'join', 'geany', 'V1', 'V3', 0.18154322167950077, 23.72158169746399]
['BV', 75, 'CV', 160, 'cmp', 'shred', 'V2', 'V3', 0.06269592476489028, 0.05019021034240723]
['BV', 49, 'CV', 313, 'make', 'logname', 'V3', 'V1', 0.1472140762463343, 0.1868436336517334]
['UV', 65, 'CV', 212, 'objdump', 'split', 'V1', 'V0', 0.13621219887237312, 1.3477165699005127]
['UV', 74, 'CV', 195, 'strip', 'chgrp', 'V0', 'V0', 0.12967723507569262, 1.0995464324951172]
['CV', 131, 'UV', 76, 'true', 'as', 'V3', 'V0', 0.13170495181526154, 1.4273114204406738]
['BV', 29, 'CV', 138, 'perl', 'printf', 'V3', 'V3', 0.10140894681225787, 2.346644163131714]
['CV', 177, 'BV', 18, 'test', 'sort', 'V0', 'V3', 0.14296784192173573, 0.06949520111083984]
['BV', 0, 'CV', 185, 'bash', 'printenv', 'V2', 'V0', 0.130783439203496, 2.1620962619781494]
['BV', 81, 'CV', 50, 'dot', 'cksum', 'V1', 'V2', 0.12340425531914889, 0.010245800018310547]
['BV', 11, 'CV', 251, 'bash', 'nl', 'V1', 'V0', 0.1216449822582113, 2.194382667541504]
['CV', 226, 'BV', 25, 'logname', 'git', 'V0', 'V3', 0.08825773500879774, 8.478386640548706]
['UV', 7, 'CV', 276, 'nm', 'uptime', 'V2', 'V1', 0.1493449008498584, 0.9028613567352295]
['UV', 43, 'CV', 345, 'sdiff', 'rmdir', 'V3', 'V1', 0.12437095614665705, 0.028606414794921875]
['CV', 129, 'UV', 64, 'dircolors', 'size', 'V3', 'V1', 0.13923278116826499, 0.891423225402832]
['CV', 312, 'UV', 9, 'printf', 'readelf', 'V1', 'V2', 0.09924038225925014, 0.10136795043945312]
['BV', 5, 'CV', 196, 'libvlccore.so', 'kill', 'V0', 'V0', 0.17208866343184825, 2.495774507522583]
['CV', 305, 'BV', 42, 'true', 'libvlc.so', 'V1', 'V1', 0.1909832351608518, 0.2088170051574707]
['UV', 14, 'CV', 72, 'objcopy', 'id', 'V2', 'V2', 0.14004603846439445, 1.0696721076965332]
['BV', 37, 'CV', 228, 'geany', 'false', 'V1', 'V0', 0.18624365681916522, 18.20885682106018]
['UV', 55, 'CV', 213, 'ranlib', 'whoami', 'V1', 'V0', 0.14973535939900973, 0.8714680671691895]
['CV', 135, 'BV', 34, 'df', 'svn', 'V3', 'V0', 0.16084726129405924, 0.429058313369751]
['CV', 346, 'BV', 7, 'mknod', 'libSDL2-2.0.so', 'V1', 'V0', 0.22150837988826821, 2.7869415283203125]
['CV', 71, 'UV', 71, '[', 'xargs', 'V2', 'V0', 0.04071661237785018, 0.023672819137573242]
['UV', 84, 'CV', 212, 'ar', 'split', 'V0', 'V0', 0.14445619601621718, 0.8318493366241455]
['CV', 150, 'UV', 50, 'mv', 'find', 'V3', 'V1', 0.05310190754425159, 0.3070824146270752]
['CV', 313, 'BV', 57, 'logname', 'svn', 'V1', 'V2', 0.22970671712393564, 0.3287491798400879]
['CV', 333, 'UV', 60, 'id', 'gprof', 'V1', 'V1', 0.1430705394190872, 0.9082980155944824]
['UV', 18, 'CV', 24, 'ar', 'factor', 'V2', 'V2', 0.14747988140618384, 0.910973310470581]
['BV', 27, 'CV', 274, 'libSDL2-2.0.so', 'join', 'V1', 'V1', 0.19243267059536273, 3.4038844108581543]
['CV', 344, 'BV', 41, 'tac', 'libvlccore.so', 'V1', 'V1', 0.15385413424629113, 2.673029661178589]
['BV', 60, 'CV', 82, 'codeblocks', 'sort', 'V1', 'V2', 0.17744085740426085, 10.399540424346924]
['UV', 44, 'CV', 54, 'diff3', 'false', 'V1', 'V2', 0.10330288123682363, 0.0264129638671875]
['BV', 76, 'CV', 101, 'diff', 'dirname', 'V2', 'V3', 0.12807706029254373, 0.07854223251342773]
['CV', 36, 'UV', 82, 'chroot', 'gprof', 'V2', 'V0', 0.14008214958069487, 0.8739194869995117]
['UV', 25, 'CV', 275, 'as', 'dirname', 'V3', 'V1', 0.1351588042970575, 1.5062220096588135]
['CV', 2, 'UV', 23, 'unlink', 'strip', 'V2', 'V3', 0.14359519829813094, 1.0586135387420654]
['CV', 164, 'UV', 17, 'nl', 'addr2line', 'V3', 'V2', 0.14292011990830544, 0.9000473022460938]
['CV', 336, 'UV', 40, 'tr', 'diff3', 'V1', 'V3', 0.0785536159600998, 0.03194284439086914]
['UV', 6, 'CV', 246, 'sdiff', 'id', 'V2', 'V0', 0.11285909712722297, 0.030241012573242188]
['BV', 9, 'CV', 81, 'dot', 'sleep', 'V2', 'V2', 0.13606340819022456, 0.01085519790649414]
['CV', 324, 'BV', 76, 'mv', 'diff', 'V1', 'V2', 0.06706450696220512, 0.13138103485107422]
['CV', 309, 'BV', 82, 'df', 'gvmap', 'V1', 'V1', 0.1190214403518417, 0.1287374496459961]
['CV', 149, 'BV', 44, 'unexpand', 'make', 'V3', 'V0', 0.119327731092437, 0.16916203498840332]
['CV', 239, 'BV', 67, 'env', 'cluster', 'V0', 'V0', 0.1539289558665231, 0.08095335960388184]
['BV', 21, 'CV', 229, 'cp', 'nohup', 'V1', 'V0', 0.10826393337604101, 0.0348353385925293]
['BV', 57, 'CV', 103, 'svn', 'dd', 'V2', 'V3', 0.17460825071953945, 0.4180583953857422]
['BV', 73, 'CV', 118, 'geany', 'sha1sum', 'V0', 'V3', 0.18383883603805262, 14.186028003692627]
['CV', 96, 'BV', 26, 'users', 'geany', 'V3', 'V2', 0.18246165945733384, 20.344061613082886]
['UV', 16, 'BV', 69, 'gprof', 'gvmap', 'V2', 'V0', 0.10011400883568478, 1.3773162364959717]
['CV', 163, 'UV', 31, 'comm', 'gprof', 'V3', 'V3', 0.13925101718840827, 0.9688324928283691]
['BV', 42, 'CV', 322, 'libvlc.so', 'ginstall', 'V1', 'V1', 0.13294689603590126, 0.32280516624450684]
['UV', 7, 'BV', 16, 'nm', 'libvlc.so', 'V2', 'V3', 0.0637789684332839, 2.047473192214966]
['BV', 38, 'UV', 68, 'ruby', 'diff', 'V2', 'V0', 0.20929070929070925, 0.03786134719848633]
['CV', 3, 'BV', 72, 'test', 'perl', 'V2', 'V1', 0.09200066522534511, 2.0883474349975586]
['UV', 8, 'CV', 75, 'strip', 'tr', 'V2', 'V2', 0.1372780193058728, 1.0894684791564941]
['BV', 36, 'CV', 192, 'libvlc.so', 'pwd', 'V2', 'V0', 0.19699336196798123, 0.2948610782623291]
['BV', 75, 'CV', 58, 'cmp', 'readlink', 'V2', 'V2', 0.0553584102200142, 0.028781414031982422]
['BV', 62, 'CV', 190, 'diff', 'dd', 'V0', 'V0', 0.06911984087518652, 0.0529630184173584]
['BV', 21, 'CV', 20, 'cp', 'tee', 'V1', 'V2', 0.09782608695652173, 0.036785125732421875]
['CV', 110, 'UV', 28, 'wc', 'strings', 'V3', 'V3', 0.13835640752573664, 0.9143195152282715]
['UV', 52, 'CV', 85, 'strip', 'mknod', 'V1', 'V2', 0.13570432357043238, 1.1150083541870117]
['CV', 177, 'BV', 27, 'test', 'libSDL2-2.0.so', 'V0', 'V1', 0.19601846188066507, 3.398427724838257]
['CV', 177, 'BV', 74, 'test', 'git', 'V0', 'V1', 0.09471954940154892, 4.325666904449463]
['CV', 136, 'BV', 78, 'tsort', 'make', 'V3', 'V2', 0.12430462305774026, 0.20534372329711914]
['CV', 124, 'UV', 20, 'seq', 'size', 'V3', 'V2', 0.1415541133134538, 0.9152047634124756]
['UV', 64, 'CV', 94, 'size', 'dir', 'V1', 'V3', 0.10670708012745789, 1.1938605308532715]
['CV', 324, 'BV', 42, 'mv', 'libvlc.so', 'V1', 'V1', 0.13291139240506333, 0.32465624809265137]
['BV', 47, 'CV', 286, 'dot', 'expand', 'V3', 'V1', 0.13509316770186341, 0.00980830192565918]
['CV', 106, 'UV', 52, 'pr', 'strip', 'V3', 'V1', 0.12370444667335345, 1.295407772064209]
['UV', 33, 'CV', 195, 'ar', 'chgrp', 'V3', 'V0', 0.14090217942219974, 0.9599201679229736]
['UV', 45, 'CV', 28, 'cmp', 'chown', 'V1', 'V2', 0.05151175811870101, 0.042412519454956055]
['CV', 202, 'UV', 38, 'chown', 'xargs', 'V0', 'V3', 0.09885386819484243, 0.06950163841247559]
['CV', 261, 'BV', 83, 'touch', 'git', 'V1', 'V2', 0.09295464379843432, 6.169095039367676]
['BV', 59, 'UV', 56, 'make', 'c++filt', 'V1', 'V1', 0.06984974958263779, 1.5818004608154297]
['BV', 17, 'CV', 248, 'codeblocks', 'pathchk', 'V2', 'V0', 0.1880319077982019, 9.519932508468628]
['CV', 90, 'UV', 55, 'test', 'ranlib', 'V3', 'V1', 0.13946759259259256, 0.9724769592285156]
['CV', 76, 'BV', 12, 'comm', 'sort', 'V2', 'V2', 0.10172570390554037, 0.05296134948730469]
['BV', 74, 'CV', 63, 'git', 'mv', 'V1', 'V2', 0.08750342434480873, 5.030422210693359]
['CV', 259, 'BV', 3, 'mknod', 'diff', 'V0', 'V1', 0.13407821229050276, 0.05802488327026367]
['CV', 256, 'UV', 11, 'sort', 'ranlib', 'V0', 'V2', 0.13641960108347695, 1.0456645488739014]
['UV', 43, 'CV', 265, 'sdiff', 'basename', 'V3', 'V1', 0.12312097351467433, 0.028003692626953125]
['CV', 37, 'UV', 3, 'seq', 'diff3', 'V2', 'V2', 0.07391304347826089, 0.0324552059173584]
['BV', 35, 'CV', 8, 'libvlccore.so', 'du', 'V2', 'V2', 0.14928509433100356, 3.663367509841919]
['CV', 191, 'UV', 74, 'mkfifo', 'strip', 'V0', 'V0', 0.13877491207502934, 1.0377612113952637]
['UV', 78, 'CV', 229, 'c++filt', 'nohup', 'V0', 'V0', 0.1482577565632458, 0.7315011024475098]
['CV', 254, 'BV', 34, 'uniq', 'svn', 'V0', 'V0', 0.21276595744680848, 0.30535197257995605]
['UV', 86, 'CV', 108, 'size', 'chgrp', 'V0', 'V3', 0.11051707019017798, 0.8788957595825195]
['CV', 24, 'UV', 7, 'factor', 'nm', 'V2', 'V2', 0.14860817477096544, 0.8891935348510742]
['BV', 16, 'CV', 172, 'libvlc.so', 'mknod', 'V3', 'V3', 0.18463259977620294, 0.31294727325439453]
['BV', 23, 'CV', 40, 'diff', 'ls', 'V3', 'V2', 0.034349173553719026, 0.16030406951904297]
['CV', 147, 'UV', 51, 'hostid', 'nm', 'V3', 'V1', 0.14468864468864473, 0.8738746643066406]
['BV', 50, 'CV', 164, 'sort', 'nl', 'V0', 'V3', 0.050970873786407744, 0.0358738899230957]
['CV', 42, 'UV', 87, 'dircolors', 'objdump', 'V2', 'V0', 0.13642069102199905, 1.2926607131958008]
['BV', 28, 'CV', 132, 'openssl', 'cp', 'V1', 'V3', 0.09484150041965267, 7.046867847442627]
['UV', 11, 'CV', 70, 'ranlib', 'vdir', 'V2', 'V2', 0.11937864077669902, 1.2329039573669434]
['UV', 25, 'CV', 70, 'as', 'vdir', 'V3', 'V2', 0.11348406428766, 1.9560906887054443]
['UV', 77, 'BV', 62, 'ranlib', 'diff', 'V0', 'V0', 0.12535234621124192, 1.0209650993347168]
['CV', 48, 'UV', 14, 'df', 'objcopy', 'V2', 'V2', 0.12699430199430206, 1.2210602760314941]
['CV', 342, 'BV', 0, 'sleep', 'bash', 'V1', 'V2', 0.1295822676896845, 2.246941566467285]
