['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.8695692109855792, 0.9897873401641846]
['UV', 50, 'CV', 208, 'find', 'echo', 'V1', 'V0', 0.818562091503268, 0.14829063415527344]
['BV', 49, 'CV', 167, 'make', 'uniq', 'V3', 'V3', 0.685572492024105, 0.25453686714172363]
['CV', 245, 'BV', 55, '[', 'codeblocks', 'V0', 'V3', 0.9746141189375539, 13.711512327194214]
['UV', 2, 'CV', 324, 'find', 'mv', 'V2', 'V1', 0.4764618957145873, 0.23968911170959473]
['BV', 3, 'CV', 265, 'diff', 'basename', 'V1', 'V1', 0.6630387461906835, 0.06041669845581055]
['BV', 1, 'CV', 325, 'libSDL2-2.0.so', 'md5sum', 'V3', 'V1', 0.9558776607867269, 5.858620882034302]
['UV', 5, 'CV', 262, 'diff', 'stat', 'V2', 'V1', 0.6276013143483024, 0.08740806579589844]
['CV', 230, 'UV', 57, 'yes', 'strings', 'V0', 'V1', 0.9371708734338116, 1.0474884510040283]
['CV', 78, 'UV', 53, 'rm', 'readelf', 'V2', 'V1', 0.4884758364312267, 0.1352369785308838]
['CV', 335, 'UV', 51, 'pathchk', 'nm', 'V1', 'V1', 0.9300141743444366, 1.1051981449127197]
['BV', 29, 'CV', 141, 'perl', 'false', 'V3', 'V3', 0.9610449617913631, 2.7088675498962402]
['CV', 115, 'UV', 41, 'chown', 'cmp', 'V3', 'V3', 0.250251256281407, 0.0504763126373291]
['CV', 259, 'BV', 30, 'mknod', 'bash', 'V0', 'V0', 0.9583707696915245, 2.447535514831543]
['BV', 76, 'UV', 63, 'diff', 'elfedit', 'V2', 'V1', 0.5391514315281132, 0.09545540809631348]
['CV', 26, 'BV', 44, 'date', 'make', 'V2', 'V0', 0.6916005014625992, 0.21659040451049805]
['UV', 16, 'CV', 64, 'gprof', 'md5sum', 'V2', 'V2', 0.9025564409030544, 1.1030311584472656]
['BV', 17, 'UV', 51, 'codeblocks', 'nm', 'V2', 'V1', 0.5489248208034673, 19.132433652877808]
['CV', 11, 'UV', 33, 'printenv', 'ar', 'V2', 'V3', 0.922077922077922, 1.1714437007904053]
['UV', 77, 'CV', 202, 'ranlib', 'chown', 'V0', 'V0', 0.8659545141281875, 1.0447168350219727]
['BV', 52, 'CV', 289, 'libSDL2-2.0.so', 'chown', 'V2', 'V1', 0.915442493729846, 4.71021032333374]
['UV', 63, 'CV', 284, 'elfedit', 'wc', 'V1', 'V1', 0.17089678510998307, 0.025239944458007812]
['UV', 83, 'CV', 74, 'addr2line', 'pathchk', 'V0', 'V2', 0.9049134300421151, 0.8941459655761719]
['BV', 30, 'CV', 147, 'bash', 'hostid', 'V0', 'V3', 0.9432392273402674, 2.240586280822754]
['BV', 63, 'CV', 264, 'ruby', 'test', 'V0', 'V1', 0.98131328320802, 10.607130527496338]
['UV', 24, 'CV', 38, 'readelf', 'split', 'V3', 'V2', 0.7079421844732529, 0.2852907180786133]
['UV', 73, 'CV', 60, 'nm', 'hostid', 'V0', 'V2', 0.9123616236162362, 0.9118318557739258]
['CV', 2, 'BV', 16, 'unlink', 'libvlc.so', 'V2', 'V3', 0.8169478378902463, 0.3872189521789551]
['CV', 127, 'BV', 26, 'ls', 'geany', 'V3', 'V2', 0.9222762982811105, 37.99595046043396]
['BV', 40, 'CV', 19, 'lua', 'pr', 'V2', 'V2', 0.7609024625120374, 0.3943822383880615]
['BV', 26, 'CV', 9, 'geany', 'users', 'V2', 'V2', 0.9791682306133174, 23.708195447921753]
['CV', 40, 'BV', 13, 'ls', 'cp', 'V2', 'V2', 0.08653846153846156, 0.14034438133239746]
['BV', 38, 'CV', 74, 'ruby', 'pathchk', 'V2', 'V2', 0.6933333333333334, 0.007210493087768555]
['CV', 142, 'UV', 69, 'nohup', 'sdiff', 'V3', 'V0', 0.22977725674091443, 0.0402376651763916]
['BV', 52, 'CV', 288, 'libSDL2-2.0.so', 'expr', 'V2', 'V1', 0.8747557737588297, 4.8202879428863525]
['UV', 8, 'CV', 121, 'strip', 'echo', 'V2', 'V3', 0.9154720344648295, 1.295473575592041]
['CV', 92, 'UV', 76, 'mkdir', 'as', 'V3', 'V0', 0.8940806269666924, 2.1193947792053223]
['CV', 249, 'BV', 35, 'tr', 'libvlccore.so', 'V0', 'V2', 0.9467435712569094, 4.2997846603393555]
['UV', 82, 'CV', 183, 'gprof', 'users', 'V0', 'V0', 0.9240132150930273, 0.9714803695678711]
['UV', 74, 'CV', 76, 'strip', 'comm', 'V0', 'V2', 0.9133193913607845, 1.2676336765289307]
['CV', 288, 'UV', 80, 'expr', 'objcopy', 'V1', 'V0', 0.8277762468999724, 1.6350016593933105]
['CV', 6, 'BV', 77, 'fmt', 'perl', 'V2', 'V2', 0.9634804080836962, 2.8346943855285645]
['CV', 163, 'BV', 60, 'comm', 'codeblocks', 'V3', 'V1', 0.9593734965520928, 13.588910341262817]
['CV', 308, 'BV', 47, 'od', 'dot', 'V1', 'V3', 0.49243306169965073, 0.015444278717041016]
['CV', 45, 'BV', 32, 'cp', 'perl', 'V2', 'V0', 0.8628603414497621, 3.692326545715332]
['CV', 101, 'UV', 24, 'dirname', 'readelf', 'V3', 'V3', 0.8182394924662966, 0.2910327911376953]
['BV', 26, 'CV', 253, 'geany', 'fold', 'V2', 'V0', 0.9845314264207753, 23.849291563034058]
['CV', 258, 'BV', 19, 'rmdir', 'cp', 'V0', 'V3', 0.70707488622259, 0.07649946212768555]
['UV', 54, 'CV', 217, 'as', 'chmod', 'V1', 'V0', 0.9223580987540378, 1.81585693359375]
['CV', 317, 'UV', 43, 'yes', 'sdiff', 'V1', 'V3', 0.4806144842721287, 0.02963399887084961]
['BV', 57, 'CV', 133, 'svn', 'cut', 'V2', 'V3', 0.734201725048407, 0.4295632839202881]
['BV', 18, 'UV', 1, 'sort', 'xargs', 'V3', 'V2', 0.2515409451130026, 0.12830281257629395]
['UV', 63, 'CV', 128, 'elfedit', 'nice', 'V1', 'V3', 0.16209866875489432, 0.025916576385498047]
['UV', 55, 'BV', 76, 'ranlib', 'diff', 'V1', 'V2', 0.6717714622294213, 1.463132381439209]
['BV', 18, 'CV', 340, 'sort', 'fold', 'V3', 'V1', 0.6695379796397808, 0.07490992546081543]
['CV', 61, 'UV', 0, 'ginstall', 'locate', 'V2', 'V2', 0.12642140468227425, 0.11665511131286621]
['CV', 304, 'BV', 26, 'chmod', 'geany', 'V1', 'V2', 0.968418105459636, 29.675304651260376]
['CV', 306, 'BV', 76, 'cp', 'diff', 'V1', 'V2', 0.34148523710110346, 0.1326901912689209]
['BV', 11, 'CV', 186, 'bash', 'stty', 'V1', 'V0', 0.9478888420263367, 2.514939785003662]
['CV', 334, 'UV', 17, 'shred', 'addr2line', 'V1', 'V2', 0.8556070273577484, 1.304175853729248]
['CV', 33, 'BV', 16, 'sync', 'libvlc.so', 'V2', 'V3', 0.82398753894081, 0.387221097946167]
['BV', 7, 'CV', 232, 'libSDL2-2.0.so', 'readlink', 'V0', 'V0', 0.9417394341599721, 3.3382327556610107]
['CV', 81, 'UV', 16, 'sleep', 'gprof', 'V2', 'V2', 0.9112815809222046, 1.2262084484100342]
['UV', 45, 'CV', 91, 'cmp', 'basename', 'V1', 'V3', 0.16248153618906946, 0.02857065200805664]
['UV', 38, 'CV', 212, 'xargs', 'split', 'V3', 'V0', 0.44104803493449785, 0.0608062744140625]
['CV', 209, 'BV', 42, 'sum', 'libvlc.so', 'V0', 'V1', 0.786824250383016, 0.30030012130737305]
['CV', 337, 'BV', 46, 'comm', 'cluster', 'V1', 'V3', 0.7090342679127726, 0.12743854522705078]
['UV', 26, 'CV', 106, 'ranlib', 'pr', 'V3', 'V3', 0.8126888217522659, 1.2205138206481934]
['UV', 37, 'CV', 204, 'locate', 'pinky', 'V3', 'V0', 0.5820783132530121, 0.10657405853271484]
['UV', 73, 'BV', 22, 'nm', 'cmp', 'V0', 'V3', 0.8643762928320892, 1.0073983669281006]
['CV', 165, 'BV', 25, 'rm', 'git', 'V3', 'V3', 0.9608854502471523, 13.000425815582275]
['CV', 101, 'BV', 4, 'dirname', 'geany', 'V3', 'V3', 0.9800278357689631, 31.283031225204468]
['BV', 50, 'CV', 116, 'sort', 'tail', 'V0', 'V3', 0.1530516431924882, 0.05426764488220215]
['BV', 5, 'UV', 5, 'libvlccore.so', 'diff', 'V0', 'V2', 0.7773764735390017, 3.7833635807037354]
['CV', 339, 'BV', 56, 'rm', 'ssh', 'V1', 'V3', 0.8980052933961655, 1.869457721710205]
['UV', 61, 'CV', 246, 'addr2line', 'id', 'V1', 'V0', 0.9196628709764189, 0.998225212097168]
['UV', 45, 'CV', 314, 'cmp', 'tty', 'V1', 'V1', 0.35669362084456424, 0.022383928298950195]
['CV', 146, 'UV', 20, 'head', 'size', 'V3', 'V2', 0.8592385609500524, 1.2165100574493408]
['CV', 338, 'UV', 16, 'nl', 'gprof', 'V1', 'V2', 0.8108705956707221, 1.4306135177612305]
['UV', 33, 'CV', 28, 'ar', 'chown', 'V3', 'V2', 0.8295698038569309, 1.1947884559631348]
['CV', 330, 'UV', 34, 'csplit', 'elfedit', 'V1', 'V3', 0.3271719038817005, 0.05247640609741211]
['CV', 285, 'UV', 72, 'factor', 'find', 'V1', 'V0', 0.723196881091618, 0.13055825233459473]
['CV', 253, 'UV', 20, 'fold', 'size', 'V0', 'V2', 0.9256512301013025, 1.1186425685882568]
['UV', 44, 'CV', 286, 'diff3', 'expand', 'V1', 'V1', 0.4052519517388218, 0.029087543487548828]
['CV', 292, 'BV', 71, 'sha1sum', 'ruby', 'V1', 'V1', 0.6816608996539792, 0.008116960525512695]
['CV', 325, 'BV', 65, 'md5sum', 'ssh', 'V1', 'V1', 0.967515688445921, 4.638249635696411]
['CV', 336, 'BV', 22, 'tr', 'cmp', 'V1', 'V3', 0.155420773313116, 0.027835369110107422]
['CV', 149, 'UV', 44, 'unexpand', 'diff3', 'V3', 'V1', 0.17439812096300644, 0.03815603256225586]
['CV', 279, 'BV', 6, 'pwd', 'libvlc.so', 'V1', 'V0', 0.7771818625060946, 0.27968573570251465]
['CV', 88, 'UV', 65, 'stat', 'objdump', 'V3', 'V1', 0.8447622540031781, 2.3056750297546387]
['UV', 15, 'CV', 247, 'ld', 'shred', 'V2', 'V0', 0.9139329379009805, 1.7961766719818115]
['BV', 82, 'CV', 284, 'gvmap', 'wc', 'V1', 'V1', 0.7017799824919755, 0.12541961669921875]
['CV', 62, 'BV', 6, 'unexpand', 'libvlc.so', 'V2', 'V0', 0.7545629202689721, 0.27252197265625]
['CV', 115, 'BV', 18, 'chown', 'sort', 'V3', 'V3', 0.2684085510688836, 0.12287330627441406]
['BV', 52, 'CV', 166, 'libSDL2-2.0.so', 'fold', 'V2', 'V3', 0.9303621169916435, 4.553457498550415]
['CV', 345, 'UV', 83, 'rmdir', 'addr2line', 'V1', 'V0', 0.9278272400075772, 0.991546630859375]
['CV', 85, 'UV', 85, 'mknod', 'elfedit', 'V2', 'V0', 0.18249380677126337, 0.024639368057250977]
['BV', 2, 'CV', 194, 'cmp', 'tee', 'V1', 'V0', 0.28449744463373083, 0.024288654327392578]
['UV', 2, 'CV', 333, 'find', 'id', 'V2', 'V1', 0.7649769585253456, 0.16446566581726074]
['CV', 213, 'UV', 37, 'whoami', 'locate', 'V0', 'V3', 0.7074360016253556, 0.0972602367401123]
['UV', 8, 'CV', 116, 'strip', 'tail', 'V2', 'V3', 0.8286889314330285, 1.427785873413086]
['BV', 5, 'CV', 346, 'libvlccore.so', 'mknod', 'V0', 'V1', 0.953442188879082, 3.022080898284912]
['CV', 133, 'BV', 64, 'cut', 'openssl', 'V3', 'V2', 0.9144962592113405, 6.444512128829956]
['CV', 216, 'BV', 33, 'dircolors', 'openssl', 'V0', 'V0', 0.977525442894836, 7.145459890365601]
['CV', 123, 'UV', 42, 'chroot', 'diff', 'V3', 'V3', 0.48814229249011865, 0.11040663719177246]
['BV', 66, 'CV', 52, 'lua', 'logname', 'V1', 'V2', 0.852411030657834, 0.31609034538269043]
['UV', 16, 'BV', 55, 'gprof', 'codeblocks', 'V2', 'V3', 0.5370250081195194, 43.802035093307495]
['BV', 5, 'CV', 157, 'libvlccore.so', 'vdir', 'V0', 'V3', 0.7854622441778405, 3.735567092895508]
['BV', 7, 'UV', 50, 'libSDL2-2.0.so', 'find', 'V0', 'V1', 0.6041666666666666, 4.623215198516846]
['CV', 263, 'UV', 36, 'unlink', 'objdump', 'V1', 'V3', 0.9575045741604202, 2.1197195053100586]
['CV', 271, 'BV', 29, 'ptx', 'perl', 'V1', 'V3', 0.9103247697527872, 3.705324649810791]
['CV', 230, 'UV', 31, 'yes', 'gprof', 'V0', 'V3', 0.9404935936022014, 1.1808967590332031]
['BV', 2, 'UV', 24, 'cmp', 'readelf', 'V1', 'V3', 0.7682813946312866, 0.3240823745727539]
['CV', 214, 'BV', 20, 'ls', 'sort', 'V0', 'V1', 0.10367616687319292, 0.08444952964782715]
['CV', 188, 'BV', 83, 'dirname', 'git', 'V0', 'V2', 0.985804946521421, 7.981684446334839]
['CV', 266, 'UV', 30, 'mkdir', 'ld', 'V1', 'V3', 0.9306538692261548, 2.3563437461853027]
['UV', 85, 'CV', 203, 'elfedit', 'tail', 'V0', 'V0', 0.12597864768683276, 0.03139901161193848]
['UV', 28, 'CV', 92, 'strings', 'mkdir', 'V3', 'V3', 0.8418720085091296, 1.079312801361084]
['BV', 34, 'CV', 189, 'svn', 'uptime', 'V0', 'V0', 0.8101065929727596, 0.35474538803100586]
['BV', 32, 'CV', 329, 'perl', 'cat', 'V0', 'V1', 0.964746563211605, 2.1999337673187256]
['CV', 81, 'BV', 81, 'sleep', 'dot', 'V2', 'V1', 0.4319682959048877, 0.012093067169189453]
['CV', 274, 'BV', 4, 'join', 'geany', 'V1', 'V3', 0.9783413582714805, 31.786702156066895]
['BV', 75, 'CV', 160, 'cmp', 'shred', 'V2', 'V3', 0.21421107628004177, 0.05244016647338867]
['BV', 49, 'CV', 313, 'make', 'logname', 'V3', 'V1', 0.8576735092864125, 0.21413874626159668]
['UV', 65, 'CV', 212, 'objdump', 'split', 'V1', 'V0', 0.9338800615069195, 1.626551866531372]
['UV', 74, 'CV', 195, 'strip', 'chgrp', 'V0', 'V0', 0.8946015424164524, 1.3151626586914062]
['CV', 131, 'UV', 76, 'true', 'as', 'V3', 'V0', 0.9335717316200982, 1.9127511978149414]
['BV', 29, 'CV', 138, 'perl', 'printf', 'V3', 'V3', 0.9434307854878479, 2.7840466499328613]
['CV', 177, 'BV', 18, 'test', 'sort', 'V0', 'V3', 0.6520728399845022, 0.08324646949768066]
['BV', 0, 'CV', 185, 'bash', 'printenv', 'V2', 'V0', 0.9695454340676668, 2.615046501159668]
['BV', 81, 'CV', 50, 'dot', 'cksum', 'V1', 'V2', 0.4070921985815603, 0.010555267333984375]
['BV', 11, 'CV', 251, 'bash', 'nl', 'V1', 'V0', 0.8909107451551269, 2.6012165546417236]
['CV', 226, 'BV', 25, 'logname', 'git', 'V0', 'V3', 0.9890067112003862, 10.804178714752197]
['UV', 7, 'CV', 276, 'nm', 'uptime', 'V2', 'V1', 0.9137747875354107, 1.0497100353240967]
['UV', 43, 'CV', 345, 'sdiff', 'rmdir', 'V3', 'V1', 0.4550682961897915, 0.03041219711303711]
['CV', 129, 'UV', 64, 'dircolors', 'size', 'V3', 'V1', 0.8718395815170009, 1.2050163745880127]
['CV', 312, 'UV', 9, 'printf', 'readelf', 'V1', 'V2', 0.7466307277628033, 0.12596845626831055]
['BV', 5, 'CV', 196, 'libvlccore.so', 'kill', 'V0', 'V0', 0.9525805028672254, 3.0263149738311768]
['CV', 305, 'BV', 42, 'true', 'libvlc.so', 'V1', 'V1', 0.8495695514272769, 0.2685730457305908]
['UV', 14, 'CV', 72, 'objcopy', 'id', 'V2', 'V2', 0.9149030964580085, 1.2857589721679688]
['BV', 37, 'CV', 228, 'geany', 'false', 'V1', 'V0', 0.9873726446638605, 22.05732226371765]
['UV', 55, 'CV', 213, 'ranlib', 'whoami', 'V1', 'V0', 0.9383643503500085, 1.0492608547210693]
['CV', 135, 'BV', 34, 'df', 'svn', 'V3', 'V0', 0.5197749462187655, 0.5511248111724854]
['CV', 346, 'BV', 7, 'mknod', 'libSDL2-2.0.so', 'V1', 'V0', 0.9410614525139664, 3.664194345474243]
['CV', 71, 'UV', 71, '[', 'xargs', 'V2', 'V0', 0.13029315960912058, 0.024646759033203125]
['UV', 84, 'CV', 212, 'ar', 'split', 'V0', 'V0', 0.9090428344791116, 0.9857096672058105]
['CV', 150, 'UV', 50, 'mv', 'find', 'V3', 'V1', 0.22048461935040387, 0.3455994129180908]
['CV', 313, 'BV', 57, 'logname', 'svn', 'V1', 'V2', 0.8630085146641439, 0.4339568614959717]
['CV', 333, 'UV', 60, 'id', 'gprof', 'V1', 'V1', 0.9238174273858921, 1.1882269382476807]
['UV', 18, 'CV', 24, 'ar', 'factor', 'V2', 'V2', 0.908005082592122, 1.1103641986846924]
['BV', 27, 'CV', 274, 'libSDL2-2.0.so', 'join', 'V1', 'V1', 0.93137632868866, 4.078843355178833]
['CV', 344, 'BV', 41, 'tac', 'libvlccore.so', 'V1', 'V1', 0.8729121278140886, 3.909486770629883]
['BV', 60, 'CV', 82, 'codeblocks', 'sort', 'V1', 'V2', 0.9162985230688799, 12.381192445755005]
['UV', 44, 'CV', 54, 'diff3', 'false', 'V1', 'V2', 0.3914265635980323, 0.028341054916381836]
['BV', 76, 'CV', 101, 'diff', 'dirname', 'V2', 'V3', 0.5911523367820193, 0.08679580688476562]
['CV', 36, 'UV', 82, 'chroot', 'gprof', 'V2', 'V0', 0.8937189799760397, 1.153508186340332]
['UV', 25, 'CV', 275, 'as', 'dirname', 'V3', 'V1', 0.9549276039234003, 1.8002638816833496]
['CV', 2, 'UV', 23, 'unlink', 'strip', 'V2', 'V3', 0.9278225193739553, 1.3850138187408447]
['CV', 164, 'UV', 17, 'nl', 'addr2line', 'V3', 'V2', 0.8718039146535003, 1.1968111991882324]
['CV', 336, 'UV', 40, 'tr', 'diff3', 'V1', 'V3', 0.29551122194513724, 0.03458237648010254]
['UV', 6, 'CV', 246, 'sdiff', 'id', 'V2', 'V0', 0.3898768809849521, 0.03300023078918457]
['BV', 9, 'CV', 81, 'dot', 'sleep', 'V2', 'V2', 0.4319682959048877, 0.011987924575805664]
['CV', 324, 'BV', 76, 'mv', 'diff', 'V1', 'V2', 0.289002557544757, 0.14526820182800293]
['CV', 309, 'BV', 82, 'df', 'gvmap', 'V1', 'V1', 0.6030786146234195, 0.15378069877624512]
['CV', 149, 'BV', 44, 'unexpand', 'make', 'V3', 'V0', 0.7021008403361344, 0.21181225776672363]
['CV', 239, 'BV', 67, 'env', 'cluster', 'V0', 'V0', 0.7488338715464657, 0.09765148162841797]
['BV', 21, 'CV', 229, 'cp', 'nohup', 'V1', 'V0', 0.4401024983984625, 0.03708004951477051]
['BV', 57, 'CV', 103, 'svn', 'dd', 'V2', 'V3', 0.5807483210745124, 0.4838526248931885]
['BV', 73, 'CV', 118, 'geany', 'sha1sum', 'V0', 'V3', 0.966558477895915, 17.072832345962524]
['CV', 96, 'BV', 26, 'users', 'geany', 'V3', 'V2', 0.9747579723985544, 27.770414113998413]
['UV', 16, 'BV', 69, 'gprof', 'gvmap', 'V2', 'V0', 0.6334615932734787, 1.5230097770690918]
['CV', 163, 'UV', 31, 'comm', 'gprof', 'V3', 'V3', 0.8739516731711368, 1.2973663806915283]
['BV', 42, 'CV', 322, 'libvlc.so', 'ginstall', 'V1', 'V1', 0.5433807030665669, 0.36541032791137695]
['UV', 7, 'BV', 16, 'nm', 'libvlc.so', 'V2', 'V3', 0.3956490865663934, 2.285993814468384]
['BV', 38, 'UV', 68, 'ruby', 'diff', 'V2', 'V0', 0.9080919080919081, 0.04671788215637207]
['CV', 3, 'BV', 72, 'test', 'perl', 'V2', 'V1', 0.9611508398469981, 2.7616686820983887]
['UV', 8, 'CV', 75, 'strip', 'tr', 'V2', 'V2', 0.9002284282661558, 1.309936761856079]
['BV', 36, 'CV', 192, 'libvlc.so', 'pwd', 'V2', 'V0', 0.8246778602108551, 0.34427881240844727]
['BV', 75, 'CV', 58, 'cmp', 'readlink', 'V2', 'V2', 0.1483321504613201, 0.029973506927490234]
['BV', 62, 'CV', 190, 'diff', 'dd', 'V0', 'V0', 0.2461461959224267, 0.055845022201538086]
['BV', 21, 'CV', 20, 'cp', 'tee', 'V1', 'V2', 0.3647342995169083, 0.039377689361572266]
['CV', 110, 'UV', 28, 'wc', 'strings', 'V3', 'V3', 0.844337948171814, 1.2417364120483398]
['UV', 52, 'CV', 85, 'strip', 'mknod', 'V1', 'V2', 0.9258019525801953, 1.3481419086456299]
['CV', 177, 'BV', 27, 'test', 'libSDL2-2.0.so', 'V0', 'V1', 0.9500639492854362, 4.448182106018066]
['CV', 177, 'BV', 74, 'test', 'git', 'V0', 'V1', 0.9789251349448487, 5.659731149673462]
['CV', 136, 'BV', 78, 'tsort', 'make', 'V3', 'V2', 0.7226165355841166, 0.25963497161865234]
['CV', 124, 'UV', 20, 'seq', 'size', 'V3', 'V2', 0.867216277845992, 1.1936171054840088]
['UV', 64, 'CV', 94, 'size', 'dir', 'V1', 'V3', 0.6707857309396129, 1.3500447273254395]
['CV', 324, 'BV', 42, 'mv', 'libvlc.so', 'V1', 'V1', 0.5435591958302308, 0.40627622604370117]
['BV', 47, 'CV', 286, 'dot', 'expand', 'V3', 'V1', 0.34782608695652173, 0.010266304016113281]
['CV', 106, 'UV', 52, 'pr', 'strip', 'V3', 'V1', 0.8466064861250417, 1.7840518951416016]
['UV', 33, 'CV', 195, 'ar', 'chgrp', 'V3', 'V0', 0.8753167764825139, 1.1286067962646484]
['UV', 45, 'CV', 28, 'cmp', 'chown', 'V1', 'V2', 0.16909294512877937, 0.04400801658630371]
['CV', 202, 'UV', 38, 'chown', 'xargs', 'V0', 'V3', 0.2788920725883477, 0.07469058036804199]
['CV', 261, 'BV', 83, 'touch', 'git', 'V1', 'V2', 0.9756107155501357, 8.339948177337646]
['BV', 59, 'UV', 56, 'make', 'c++filt', 'V1', 'V1', 0.42210350584307177, 2.2857718467712402]
['BV', 17, 'CV', 248, 'codeblocks', 'pathchk', 'V2', 'V0', 0.9795107115225569, 11.422344207763672]
['CV', 90, 'UV', 55, 'test', 'ranlib', 'V3', 'V1', 0.8771494708994709, 1.2745201587677002]
['CV', 76, 'BV', 12, 'comm', 'sort', 'V2', 'V2', 0.4541326067211626, 0.06066632270812988]
['BV', 74, 'CV', 63, 'git', 'mv', 'V1', 'V2', 0.9249840197242261, 5.939584493637085]
['CV', 259, 'BV', 3, 'mknod', 'diff', 'V0', 'V1', 0.6415986248388483, 0.06849932670593262]
['CV', 256, 'UV', 11, 'sort', 'ranlib', 'V0', 'V2', 0.8488057128786013, 1.3888640403747559]
['UV', 43, 'CV', 265, 'sdiff', 'basename', 'V3', 'V1', 0.44881889763779526, 0.030156850814819336]
['CV', 37, 'UV', 3, 'seq', 'diff3', 'V2', 'V2', 0.23478260869565215, 0.03468751907348633]
['BV', 35, 'CV', 8, 'libvlccore.so', 'du', 'V2', 'V2', 0.8502580969348134, 4.3376100063323975]
['CV', 191, 'UV', 74, 'mkfifo', 'strip', 'V0', 'V0', 0.944021101992966, 1.367201805114746]
['UV', 78, 'CV', 229, 'c++filt', 'nohup', 'V0', 'V0', 0.916563245823389, 0.8764491081237793]
['CV', 254, 'BV', 34, 'uniq', 'svn', 'V0', 'V0', 0.7903572125707593, 0.40448951721191406]
['UV', 86, 'CV', 108, 'size', 'chgrp', 'V0', 'V3', 0.8162376842587642, 1.0129952430725098]
['CV', 24, 'UV', 7, 'factor', 'nm', 'V2', 'V2', 0.9043340380549683, 1.1488535404205322]
['BV', 16, 'CV', 172, 'libvlc.so', 'mknod', 'V3', 'V3', 0.7497202536367027, 0.36538004875183105]
['BV', 23, 'CV', 40, 'diff', 'ls', 'V3', 'V2', 0.1900826446280992, 0.16640305519104004]
['CV', 147, 'UV', 51, 'hostid', 'nm', 'V3', 'V1', 0.9000523286237572, 1.141176462173462]
['BV', 50, 'CV', 164, 'sort', 'nl', 'V0', 'V3', 0.16140776699029125, 0.0368502140045166]
['CV', 42, 'UV', 87, 'dircolors', 'objdump', 'V2', 'V0', 0.9277267622382243, 1.6677556037902832]
['BV', 28, 'CV', 132, 'openssl', 'cp', 'V1', 'V3', 0.9112488432651129, 8.200416564941406]
['UV', 11, 'CV', 70, 'ranlib', 'vdir', 'V2', 'V2', 0.7525436893203884, 1.392728567123413]
['UV', 25, 'CV', 70, 'as', 'vdir', 'V3', 'V2', 0.824679923726505, 2.2334978580474854]
['UV', 77, 'BV', 62, 'ranlib', 'diff', 'V0', 'V0', 0.7957221024705687, 1.1757912635803223]
['CV', 48, 'UV', 14, 'df', 'objcopy', 'V2', 'V2', 0.8367521367521368, 1.6851186752319336]
['CV', 342, 'BV', 0, 'sleep', 'bash', 'V1', 'V2', 0.9615919594382375, 2.9236416816711426]
['CV', 39, 'BV', 13, 'whoami', 'cp', 'V2', 'V2', 0.5576748410535877, 0.06383180618286133]
['CV', 286, 'UV', 28, 'expand', 'strings', 'V1', 'V3', 0.9224720140623555, 1.0794498920440674]
['CV', 15, 'UV', 37, 'uptime', 'locate', 'V2', 'V3', 0.5345957756737072, 0.11349034309387207]
['CV', 97, 'UV', 72, 'ptx', 'find', 'V3', 'V0', 0.3996856993190152, 0.18500971794128418]
['CV', 275, 'UV', 27, 'dirname', 'c++filt', 'V1', 'V3', 0.9277424185698241, 1.057546615600586]
['BV', 33, 'UV', 2, 'openssl', 'find', 'V0', 'V2', 0.84820996080849, 7.9369120597839355]
['UV', 46, 'CV', 239, 'diff', 'env', 'V1', 'V0', 0.764745308310992, 0.08095335960388184]
['CV', 33, 'UV', 31, 'sync', 'gprof', 'V2', 'V3', 0.9226378120473716, 1.1653156280517578]
['UV', 53, 'CV', 44, 'readelf', 'true', 'V1', 'V2', 0.7489076609379551, 0.08499288558959961]
['UV', 45, 'CV', 136, 'cmp', 'tsort', 'V1', 'V3', 0.11967545638945232, 0.03231525421142578]
['BV', 53, 'CV', 244, 'ssh', 'vdir', 'V2', 'V0', 0.9147621988882026, 4.60924506187439]
['UV', 55, 'CV', 220, 'ranlib', 'cut', 'V1', 'V0', 0.9167651527941921, 1.0738112926483154]
['CV', 51, 'BV', 20, 'printf', 'sort', 'V2', 'V1', 0.21012931034482762, 0.045763254165649414]
['UV', 70, 'CV', 96, 'locate', 'users', 'V0', 'V3', 0.4159999999999999, 0.06296181678771973]
['UV', 75, 'CV', 304, 'readelf', 'chmod', 'V0', 'V1', 0.5409658166033641, 0.10417556762695312]
['CV', 340, 'BV', 22, 'fold', 'cmp', 'V1', 'V3', 0.2874149659863945, 0.024385929107666016]
['CV', 347, 'UV', 24, 'ln', 'readelf', 'V1', 'V3', 0.8095989895800442, 0.29355883598327637]
['CV', 114, 'BV', 3, 'expr', 'diff', 'V3', 'V1', 0.3776978417266187, 0.08437776565551758]
['UV', 33, 'CV', 182, 'ar', 'du', 'V3', 'V0', 0.8256578947368421, 1.1992695331573486]
['CV', 286, 'UV', 60, 'expand', 'gprof', 'V1', 'V1', 0.9302248126561199, 1.1716196537017822]
['UV', 13, 'CV', 89, 'strings', 'unlink', 'V2', 'V3', 0.8938497400035862, 1.0018398761749268]
['CV', 82, 'BV', 70, 'sort', 'ssh', 'V2', 'V0', 0.8933057878777781, 5.585745573043823]
['CV', 187, 'BV', 45, 'join', 'svn', 'V0', 'V3', 0.829864506215952, 0.7708618640899658]
['CV', 340, 'BV', 44, 'fold', 'make', 'V1', 'V0', 0.8111434325352428, 0.18809080123901367]
