['CV', 182, 'UV', 39, 'du', 'find', 'V0', 'V3', 0.9728395061728395, 1.6814804077148438]
['BV', 3, 'CV', 285, 'diff', 'factor', 'V1', 'V1', 0.9850267379679144, 0.10086274147033691]
['CV', 122, 'UV', 49, 'sum', 'xargs', 'V3', 'V1', 0.9214402618657938, 0.0803835391998291]
['CV', 135, 'BV', 71, 'df', 'ruby', 'V3', 'V1', 1.0, 0.025230884552001953]
['CV', 59, 'UV', 21, 'head', 'objdump', 'V2', 'V2', 0.97964533538936, 1.4247729778289795]
['UV', 13, 'CV', 45, 'strings', 'cp', 'V2', 'V2', 0.987923646279704, 2.4895548820495605]
['UV', 58, 'CV', 252, 'objcopy', 'rm', 'V1', 'V0', 0.9971028488652824, 1.4395873546600342]
['BV', 18, 'CV', 178, 'sort', 'basename', 'V3', 'V0', 0.9839357429718876, 0.09371757507324219]
['CV', 131, 'UV', 28, 'true', 'strings', 'V3', 'V3', 0.9750710693199213, 0.8254039287567139]
['UV', 86, 'CV', 319, 'size', 'readlink', 'V0', 'V1', 0.9969879518072289, 0.6661832332611084]
['BV', 45, 'CV', 177, 'svn', 'test', 'V3', 'V0', 0.9971254042400287, 0.46691155433654785]
['BV', 54, 'CV', 280, 'lua', 'pr', 'V3', 'V1', 0.994435857805255, 0.7636160850524902]
['BV', 14, 'CV', 232, 'openssl', 'readlink', 'V3', 'V0', 0.9983559391697493, 1.3023462295532227]
['CV', 135, 'UV', 11, 'df', 'ranlib', 'V3', 'V2', 0.9613943028485757, 2.3342390060424805]
['UV', 50, 'CV', 342, 'find', 'sleep', 'V1', 'V1', 0.9937106918238994, 0.18322110176086426]
['UV', 75, 'CV', 175, 'readelf', 'stat', 'V0', 'V0', 0.9885958660014256, 0.22254276275634766]
['BV', 57, 'CV', 209, 'svn', 'sum', 'V2', 'V0', 0.9953117674636662, 0.4106462001800537]
['CV', 92, 'UV', 8, 'mkdir', 'strip', 'V3', 'V2', 0.9719274221157138, 1.6331653594970703]
['CV', 215, 'BV', 51, 'nice', 'cp', 'V0', 'V0', 0.9064124783362218, 0.06455564498901367]
['CV', 199, 'BV', 74, 'expand', 'git', 'V0', 'V1', 0.9936662859516145, 2.141096830368042]
['UV', 1, 'BV', 17, 'xargs', 'codeblocks', 'V2', 'V2', 0.9924200062131097, 8.473210096359253]
['CV', 216, 'UV', 62, 'dircolors', 'ar', 'V0', 'V1', 0.9803252358964063, 0.8557896614074707]
['CV', 106, 'BV', 60, 'pr', 'codeblocks', 'V3', 'V1', 0.9889084950844467, 7.394076347351074]
['BV', 41, 'CV', 86, 'libvlccore.so', 'ln', 'V1', 'V2', 0.9979736575481256, 2.2145023345947266]
['BV', 53, 'CV', 199, 'ssh', 'expand', 'V2', 'V0', 0.9990852961353762, 1.4851386547088623]
['BV', 75, 'CV', 285, 'cmp', 'factor', 'V2', 'V1', 0.9595505617977528, 0.0427548885345459]
['CV', 209, 'BV', 82, 'sum', 'gvmap', 'V0', 'V1', 0.9666666666666667, 0.23824381828308105]
['UV', 78, 'CV', 79, 'c++filt', 'fold', 'V0', 'V2', 0.9950483907269863, 0.7213184833526611]
['UV', 37, 'CV', 102, 'locate', 'uptime', 'V3', 'V3', 0.9896013864818024, 0.27407360076904297]
['BV', 56, 'CV', 70, 'ssh', 'vdir', 'V3', 'V2', 0.9934021801491681, 3.2958033084869385]
['BV', 73, 'CV', 129, 'geany', 'dircolors', 'V0', 'V3', 0.9989283609280394, 4.631607532501221]
['BV', 22, 'CV', 314, 'cmp', 'tty', 'V3', 'V1', 0.9567307692307693, 0.03585958480834961]
['CV', 330, 'UV', 7, 'csplit', 'nm', 'V1', 'V2', 0.9614185502727981, 2.2296857833862305]
['CV', 122, 'BV', 32, 'sum', 'perl', 'V3', 'V0', 0.9824167601945379, 2.414010524749756]
['BV', 54, 'CV', 76, 'lua', 'comm', 'V3', 'V2', 0.9930533628039154, 0.5925371646881104]
['CV', 135, 'UV', 63, 'df', 'elfedit', 'V3', 'V1', 0.9904648390941597, 0.16075825691223145]
['BV', 11, 'UV', 15, 'bash', 'ld', 'V1', 'V2', 0.9837049201035811, 43.045570373535156]
['BV', 62, 'UV', 52, 'diff', 'strip', 'V0', 'V1', 0.9644139222725144, 2.4690909385681152]
['BV', 64, 'CV', 182, 'openssl', 'du', 'V2', 'V0', 0.996542783059637, 2.866713047027588]
['BV', 82, 'CV', 229, 'gvmap', 'nohup', 'V1', 'V0', 0.988243938280676, 0.20204591751098633]
['CV', 91, 'BV', 13, 'basename', 'cp', 'V3', 'V2', 0.8872017353579176, 0.14145302772521973]
['CV', 283, 'BV', 56, 'kill', 'ssh', 'V1', 'V3', 0.9861517156485613, 0.9911274909973145]
['CV', 114, 'BV', 67, 'expr', 'cluster', 'V3', 'V0', 0.9462686567164179, 0.31635069847106934]
['CV', 225, 'UV', 32, 'printf', 'addr2line', 'V0', 'V3', 0.9842416283650689, 0.8716168403625488]
['UV', 15, 'CV', 40, 'ld', 'ls', 'V2', 'V2', 0.9959579628132579, 3.456664800643921]
['BV', 19, 'CV', 142, 'cp', 'nohup', 'V3', 'V3', 0.9746146872166818, 0.17398428916931152]
['UV', 48, 'CV', 69, 'locate', 'csplit', 'V1', 'V2', 0.9422799422799423, 0.3457915782928467]
['CV', 30, 'UV', 87, 'pinky', 'objdump', 'V2', 'V0', 0.9824884792626728, 1.50962495803833]
['BV', 35, 'CV', 162, 'libvlccore.so', 'tr', 'V2', 'V3', 0.9979477824649413, 2.2698416709899902]
['CV', 303, 'UV', 42, 'dircolors', 'diff', 'V1', 'V3', 0.9203619909502263, 0.15746378898620605]
['BV', 60, 'CV', 123, 'codeblocks', 'chroot', 'V1', 'V3', 0.9985996180776575, 3.9865660667419434]
['UV', 46, 'CV', 145, 'diff', 'readlink', 'V1', 'V3', 0.9716914366595896, 0.26295948028564453]
['CV', 81, 'UV', 58, 'sleep', 'objcopy', 'V2', 'V1', 0.9823644676681907, 1.1930580139160156]
['CV', 339, 'UV', 75, 'rm', 'readelf', 'V1', 'V0', 0.9683377308707124, 0.6160931587219238]
['CV', 16, 'BV', 1, 'dd', 'libSDL2-2.0.so', 'V2', 'V3', 0.9778172138420586, 3.0786380767822266]
['BV', 40, 'UV', 14, 'lua', 'objcopy', 'V2', 'V2', 0.9671452908250182, 11.006623029708862]
['UV', 1, 'CV', 194, 'xargs', 'tee', 'V2', 'V0', 0.9757942511346445, 0.07128763198852539]
['CV', 240, 'UV', 38, 'link', 'xargs', 'V0', 'V3', 0.9551282051282052, 0.085205078125]
['CV', 161, 'UV', 7, 'pathchk', 'nm', 'V3', 'V2', 0.9684254258412962, 1.0207087993621826]
['BV', 20, 'CV', 49, 'sort', 'tsort', 'V1', 'V2', 0.96, 0.07962965965270996]
['BV', 76, 'UV', 74, 'diff', 'strip', 'V2', 'V0', 0.9675708440672829, 4.265912294387817]
['UV', 1, 'BV', 76, 'xargs', 'diff', 'V2', 'V2', 0.9124293785310734, 0.35182642936706543]
['UV', 13, 'CV', 333, 'strings', 'id', 'V2', 'V1', 0.9965300368683583, 0.6805224418640137]
['CV', 44, 'BV', 65, 'true', 'ssh', 'V2', 'V1', 0.986707410236822, 1.6180331707000732]
['CV', 8, 'UV', 13, 'du', 'strings', 'V2', 'V2', 0.9635794008224007, 2.395495653152466]
['BV', 57, 'CV', 343, 'svn', 'sort', 'V2', 'V1', 0.9849372384937238, 0.8543496131896973]
['CV', 42, 'BV', 27, 'dircolors', 'libSDL2-2.0.so', 'V2', 'V1', 0.9837039082999586, 1.5584509372711182]
['CV', 307, 'BV', 41, 'cut', 'libvlccore.so', 'V1', 'V1', 0.9914739697713474, 1.5490143299102783]
['CV', 299, 'BV', 13, 'split', 'cp', 'V1', 'V2', 0.8985343855693348, 0.13860607147216797]
['UV', 10, 'CV', 294, 'as', 'sync', 'V2', 'V1', 0.9983689003669974, 0.7897639274597168]
['UV', 36, 'CV', 192, 'objdump', 'pwd', 'V3', 'V0', 0.9980745427038922, 1.0071139335632324]
['BV', 5, 'CV', 20, 'libvlccore.so', 'tee', 'V0', 'V2', 0.9986767235675532, 1.2886600494384766]
['UV', 77, 'CV', 326, 'ranlib', 'env', 'V0', 'V1', 0.9987266553480475, 0.5130801200866699]
['BV', 51, 'CV', 97, 'cp', 'ptx', 'V0', 'V3', 0.9247787610619469, 0.16812396049499512]
['UV', 22, 'CV', 229, 'nm', 'nohup', 'V3', 'V0', 0.9948152948801037, 0.6485869884490967]
['CV', 138, 'UV', 12, 'printf', 'c++filt', 'V3', 'V2', 0.9648602878916173, 1.2117042541503906]
['CV', 98, 'BV', 56, 'printenv', 'ssh', 'V3', 'V3', 0.9838242026552724, 1.17018461227417]
['UV', 87, 'CV', 347, 'objdump', 'ln', 'V0', 'V1', 0.997224363916731, 1.1648037433624268]
['CV', 226, 'UV', 66, 'logname', 'diff3', 'V0', 'V0', 0.89453125, 0.05026412010192871]
['UV', 27, 'CV', 318, 'c++filt', 'who', 'V3', 'V1', 0.9969142605245757, 0.8441457748413086]
['BV', 23, 'CV', 255, 'diff', 'sleep', 'V3', 'V0', 0.9868421052631579, 0.11020159721374512]
['BV', 74, 'CV', 237, 'git', 'mv', 'V1', 'V0', 0.9980635955972279, 7.040493488311768]
['BV', 5, 'CV', 199, 'libvlccore.so', 'expand', 'V0', 'V0', 0.9997335464961364, 0.9977676868438721]
['CV', 135, 'UV', 79, 'df', 'strings', 'V3', 'V0', 0.9600987248046071, 2.1383185386657715]
['BV', 33, 'CV', 263, 'openssl', 'unlink', 'V0', 'V1', 0.9994715704924964, 1.8719229698181152]
['UV', 55, 'CV', 293, 'ranlib', 'paste', 'V1', 'V1', 0.9975767366720517, 0.6292879581451416]
['CV', 324, 'UV', 57, 'mv', 'strings', 'V1', 'V1', 0.9672785315243416, 2.029465675354004]
['BV', 60, 'UV', 49, 'codeblocks', 'xargs', 'V1', 'V1', 0.9984727966910595, 4.062405586242676]
['UV', 56, 'CV', 70, 'c++filt', 'vdir', 'V1', 'V2', 0.9917598587404356, 2.2847630977630615]
['CV', 227, 'BV', 24, 'tty', 'git', 'V0', 'V0', 0.9951629481830824, 1.8902058601379395]
['CV', 117, 'BV', 37, 'pinky', 'geany', 'V3', 'V1', 0.9921660060620191, 8.156147003173828]
['UV', 15, 'CV', 321, 'ld', 'hostid', 'V2', 'V1', 0.9985547044370574, 0.7758824825286865]
['UV', 71, 'CV', 107, 'xargs', 'tee', 'V0', 'V3', 0.8809980806142035, 0.06172585487365723]
['UV', 21, 'CV', 195, 'objdump', 'chgrp', 'V2', 'V0', 0.996620583717358, 1.4908092021942139]
['UV', 4, 'BV', 37, 'cmp', 'geany', 'V2', 'V1', 0.9919712458572563, 7.417852163314819]
['CV', 294, 'BV', 38, 'sync', 'ruby', 'V1', 'V2', 0.9871794871794872, 0.007790803909301758]
['BV', 20, 'UV', 61, 'sort', 'addr2line', 'V1', 'V1', 0.9717514124293786, 1.7050378322601318]
['BV', 50, 'CV', 78, 'sort', 'rm', 'V0', 'V2', 0.8981723237597912, 0.12532401084899902]
['UV', 66, 'CV', 201, 'diff3', 'expr', 'V0', 'V0', 0.8943894389438944, 0.162858247756958]
['BV', 8, 'CV', 207, 'cluster', 'sync', 'V2', 'V0', 0.9919743178170144, 0.14679241180419922]
['BV', 48, 'CV', 298, 'gvmap', 'seq', 'V3', 'V1', 0.9867549668874173, 0.19829940795898438]
['UV', 38, 'CV', 312, 'xargs', 'printf', 'V3', 'V1', 0.9707602339181287, 0.11210441589355469]
['UV', 6, 'CV', 211, 'sdiff', 'seq', 'V2', 'V0', 0.9523809523809523, 0.055373430252075195]
['CV', 146, 'UV', 3, 'head', 'diff3', 'V3', 'V2', 0.8793828892005611, 0.10550236701965332]
['BV', 77, 'CV', 147, 'perl', 'hostid', 'V2', 'V3', 0.9985683607730852, 2.2294509410858154]
['CV', 302, 'UV', 70, 'nice', 'locate', 'V1', 'V0', 0.8993548387096775, 0.09141063690185547]
['UV', 84, 'CV', 346, 'ar', 'mknod', 'V0', 'V1', 0.997043918918919, 0.6268563270568848]
['BV', 64, 'CV', 334, 'openssl', 'shred', 'V2', 'V1', 0.9959082273856495, 2.2945961952209473]
['BV', 74, 'CV', 223, 'git', 'tsort', 'V1', 'V0', 0.9993772380507551, 2.274380683898926]
['BV', 58, 'CV', 83, 'ruby', 'tac', 'V3', 'V2', 0.9965397923875432, 0.025469064712524414]
['BV', 55, 'CV', 180, 'codeblocks', 'fmt', 'V3', 'V0', 0.9993756243756243, 2.3930110931396484]
['CV', 319, 'BV', 10, 'readlink', 'gvmap', 'V1', 'V2', 0.9573529411764706, 0.2050020694732666]
['CV', 69, 'BV', 9, 'csplit', 'dot', 'V2', 'V2', 0.9971590909090909, 0.06572937965393066]
['BV', 49, 'UV', 35, 'make', 'size', 'V3', 'V3', 0.9500468310958476, 6.842128753662109]
['UV', 60, 'CV', 222, 'gprof', 'df', 'V1', 'V0', 0.9961508852963818, 1.1387088298797607]
['CV', 282, 'BV', 54, 'chgrp', 'lua', 'V1', 'V3', 0.9654214263661623, 0.8186590671539307]
['CV', 216, 'UV', 53, 'dircolors', 'readelf', 'V0', 'V1', 0.9644322845417237, 0.24106287956237793]
['BV', 42, 'CV', 244, 'libvlc.so', 'vdir', 'V1', 'V0', 0.9906933457422057, 0.7943465709686279]
['UV', 0, 'CV', 116, 'locate', 'tail', 'V2', 'V3', 0.9186507936507936, 0.19752955436706543]
['UV', 0, 'CV', 238, 'locate', 'md5sum', 'V2', 'V0', 0.971671388101983, 0.08454465866088867]
['CV', 271, 'BV', 22, 'ptx', 'cmp', 'V1', 'V3', 0.9415347137637028, 0.12253022193908691]
['CV', 184, 'UV', 86, 'ptx', 'size', 'V0', 'V0', 0.9648444366320971, 2.1093990802764893]
['CV', 236, 'UV', 48, 'unexpand', 'locate', 'V0', 'V1', 0.9026548672566371, 0.11344718933105469]
['BV', 63, 'CV', 285, 'ruby', 'factor', 'V0', 'V1', 0.9994550656191817, 2.903634786605835]
['CV', 300, 'UV', 56, 'whoami', 'c++filt', 'V1', 'V1', 0.9830361026533275, 0.626284122467041]
['CV', 101, 'BV', 14, 'dirname', 'openssl', 'V3', 'V3', 0.9942973523421589, 2.0815048217773438]
['CV', 145, 'UV', 45, 'readlink', 'cmp', 'V3', 'V1', 0.9331103678929766, 0.08826041221618652]
['BV', 15, 'CV', 224, 'libvlccore.so', 'cksum', 'V3', 'V0', 0.9993048314216197, 1.1168091297149658]
['CV', 7, 'UV', 75, 'dir', 'readelf', 'V2', 'V0', 0.9686147186147186, 0.6595184803009033]
['CV', 77, 'BV', 10, 'nl', 'gvmap', 'V2', 'V2', 0.9621776504297994, 0.5827653408050537]
['CV', 15, 'BV', 75, 'uptime', 'cmp', 'V2', 'V2', 0.9285714285714286, 0.06756210327148438]
['CV', 193, 'BV', 12, 'pr', 'sort', 'V0', 'V2', 0.9154334038054969, 0.17189860343933105]
['CV', 293, 'UV', 13, 'paste', 'strings', 'V1', 'V2', 0.9808320627314311, 0.6841285228729248]
['CV', 209, 'BV', 19, 'sum', 'cp', 'V0', 'V3', 0.9330049261083744, 0.14679336547851562]
['CV', 167, 'BV', 48, 'uniq', 'gvmap', 'V3', 'V3', 0.9537869062901155, 0.38709568977355957]
['UV', 85, 'CV', 187, 'elfedit', 'join', 'V0', 'V0', 0.963265306122449, 0.0775918960571289]
['CV', 190, 'BV', 36, 'dd', 'libvlc.so', 'V0', 'V2', 0.985192040721888, 0.6759884357452393]
['CV', 265, 'BV', 27, 'basename', 'libSDL2-2.0.so', 'V1', 'V1', 0.9854991634132738, 1.1788747310638428]
['UV', 46, 'CV', 232, 'diff', 'readlink', 'V1', 'V0', 0.9888446215139443, 0.1364591121673584]
['BV', 60, 'CV', 108, 'codeblocks', 'chgrp', 'V1', 'V3', 0.9976090102560876, 6.362483739852905]
['CV', 127, 'BV', 61, 'ls', 'cmp', 'V3', 'V0', 0.9938962360122076, 0.0944366455078125]
['CV', 165, 'BV', 60, 'rm', 'codeblocks', 'V3', 'V1', 0.9881954037423082, 7.870994567871094]
['BV', 39, 'CV', 331, 'svn', 'vdir', 'V1', 'V1', 0.9886914378029079, 1.0983595848083496]
['CV', 270, 'BV', 2, 'users', 'cmp', 'V1', 'V1', 0.8669623059866962, 0.04768013954162598]
['UV', 5, 'CV', 91, 'diff', 'basename', 'V2', 'V3', 0.9754601226993865, 0.16984009742736816]
['CV', 182, 'UV', 17, 'du', 'addr2line', 'V0', 'V2', 0.9663451672481018, 1.672534465789795]
['UV', 42, 'CV', 105, 'diff', 'pwd', 'V3', 'V3', 0.9632721202003339, 0.22137689590454102]
['BV', 41, 'CV', 37, 'libvlccore.so', 'seq', 'V1', 'V2', 0.9989734377005004, 1.538210153579712]
['BV', 66, 'CV', 124, 'lua', 'seq', 'V1', 'V3', 0.9894699894699894, 0.6688199043273926]
['CV', 301, 'BV', 81, 'ls', 'dot', 'V1', 'V1', 1.0, 0.059098243713378906]
['BV', 32, 'CV', 68, 'perl', 'cat', 'V0', 'V2', 0.9970168733103384, 2.6002583503723145]
['BV', 57, 'CV', 60, 'svn', 'hostid', 'V2', 'V2', 0.9925128685072532, 0.3778855800628662]
['CV', 139, 'BV', 72, 'logname', 'perl', 'V3', 'V1', 0.9894311926605505, 2.206324338912964]
['BV', 18, 'CV', 197, 'sort', 'wc', 'V3', 'V0', 0.9844660194174757, 0.11572766304016113]
['BV', 27, 'CV', 306, 'libSDL2-2.0.so', 'cp', 'V1', 'V1', 0.9919689465934949, 2.5077414512634277]
['UV', 51, 'CV', 261, 'nm', 'touch', 'V1', 'V1', 0.9958592132505176, 0.954704761505127]
['CV', 254, 'BV', 42, 'uniq', 'libvlc.so', 'V0', 'V1', 0.9837486457204767, 0.39774489402770996]
['CV', 134, 'UV', 46, 'od', 'diff', 'V3', 'V1', 0.8922077922077922, 0.36838626861572266]
['UV', 1, 'CV', 199, 'xargs', 'expand', 'V2', 'V0', 0.9786910197869102, 0.06559944152832031]
['CV', 178, 'BV', 11, 'basename', 'bash', 'V0', 'V1', 0.9895356442119032, 1.1032130718231201]
['BV', 1, 'CV', 252, 'libSDL2-2.0.so', 'rm', 'V3', 'V0', 0.9957422969187675, 2.0791163444519043]
['CV', 315, 'UV', 7, 'false', 'nm', 'V1', 'V2', 0.9820012856224556, 0.5480680465698242]
['BV', 29, 'CV', 95, 'perl', 'du', 'V3', 'V3', 0.9960408101111619, 6.659308433532715]
['UV', 68, 'CV', 263, 'diff', 'unlink', 'V0', 'V1', 0.9845984598459846, 0.08509349822998047]
['UV', 75, 'CV', 285, 'readelf', 'factor', 'V0', 'V1', 0.9927060539752006, 0.17868518829345703]
['CV', 66, 'BV', 26, 'link', 'geany', 'V2', 'V2', 0.9942533896022268, 4.865044832229614]
['CV', 85, 'BV', 62, 'mknod', 'diff', 'V2', 'V0', 0.8867924528301887, 0.09250688552856445]
['UV', 48, 'CV', 267, 'locate', 'fmt', 'V1', 'V1', 0.9847494553376906, 0.10230398178100586]
['UV', 45, 'CV', 201, 'cmp', 'expr', 'V1', 'V0', 0.9260172626387176, 0.13017797470092773]
['CV', 313, 'UV', 60, 'logname', 'gprof', 'V1', 'V1', 0.9857651245551602, 0.6465153694152832]
['CV', 35, 'BV', 48, 'sum', 'gvmap', 'V2', 'V3', 0.9569743233865371, 0.27849578857421875]
['UV', 71, 'BV', 79, 'xargs', 'bash', 'V0', 'V3', 0.9858211894446632, 2.0691475868225098]
['UV', 0, 'BV', 40, 'locate', 'lua', 'V2', 'V2', 0.9550215650030807, 1.21549391746521]
['BV', 5, 'CV', 70, 'libvlccore.so', 'vdir', 'V0', 'V2', 0.9967459324155195, 3.9316155910491943]
['CV', 96, 'BV', 45, 'users', 'svn', 'V3', 'V3', 0.9826207855404936, 0.7698154449462891]
['UV', 81, 'CV', 220, 'ld', 'cut', 'V0', 'V0', 0.9978661789361378, 0.9654333591461182]
['CV', 133, 'UV', 23, 'cut', 'strip', 'V3', 'V3', 0.9760900140646976, 1.412581443786621]
['CV', 109, 'BV', 82, 'kill', 'gvmap', 'V3', 'V1', 0.9629375428963624, 0.2993435859680176]
['UV', 15, 'CV', 2, 'ld', 'unlink', 'V2', 'V2', 0.9977044476327116, 0.9891972541809082]
['CV', 117, 'BV', 77, 'pinky', 'perl', 'V3', 'V2', 0.9863432676577282, 3.5219104290008545]
['CV', 190, 'UV', 20, 'dd', 'size', 'V0', 'V2', 0.9732105483465885, 1.2041435241699219]
['CV', 327, 'BV', 4, 'link', 'geany', 'V1', 'V3', 0.9957452133650356, 3.902462959289551]
['UV', 41, 'CV', 23, 'cmp', 'wc', 'V3', 'V2', 0.944954128440367, 0.06841874122619629]
['BV', 67, 'CV', 305, 'cluster', 'true', 'V0', 'V1', 0.9802158273381295, 0.12854313850402832]
['UV', 29, 'CV', 192, 'objcopy', 'pwd', 'V3', 'V0', 0.9982011153085087, 0.740680456161499]
['CV', 106, 'UV', 72, 'pr', 'find', 'V3', 'V0', 0.9043250327653998, 0.4002828598022461]
['UV', 16, 'CV', 145, 'gprof', 'readlink', 'V2', 'V3', 0.9938056523422377, 1.2394468784332275]
['UV', 66, 'CV', 276, 'diff3', 'uptime', 'V0', 'V1', 0.9500891265597148, 0.06257510185241699]
['CV', 57, 'BV', 5, 'who', 'libvlccore.so', 'V2', 'V0', 0.9897932478408793, 2.025125741958618]
['CV', 209, 'BV', 62, 'sum', 'diff', 'V0', 'V0', 0.9216867469879518, 0.08572745323181152]
['CV', 227, 'BV', 64, 'tty', 'openssl', 'V0', 'V2', 0.995496171745984, 1.1620826721191406]
['CV', 57, 'UV', 58, 'who', 'objcopy', 'V2', 'V1', 0.9790559046238119, 1.5021545886993408]
['CV', 238, 'UV', 44, 'md5sum', 'diff3', 'V0', 'V1', 0.9024390243902439, 0.06860661506652832]
['CV', 224, 'UV', 24, 'cksum', 'readelf', 'V0', 'V3', 0.9777777777777777, 0.3141155242919922]
['CV', 137, 'UV', 34, 'cksum', 'elfedit', 'V3', 'V3', 0.9810964083175804, 0.0807948112487793]
['CV', 147, 'UV', 82, 'hostid', 'gprof', 'V3', 'V0', 0.9792809262644728, 0.9376916885375977]
['UV', 74, 'CV', 99, 'strip', 'stty', 'V0', 'V3', 0.9943727242634889, 1.5043833255767822]
['UV', 85, 'BV', 55, 'elfedit', 'codeblocks', 'V0', 'V3', 0.9882082790293552, 3.8728466033935547]
['BV', 37, 'CV', 164, 'geany', 'nl', 'V1', 'V3', 0.9989727786337956, 5.148060083389282]
['BV', 81, 'CV', 189, 'dot', 'uptime', 'V1', 'V0', 0.9919354838709677, 0.02405381202697754]
['BV', 15, 'CV', 177, 'libvlccore.so', 'test', 'V3', 'V0', 0.9986147985686252, 1.3433747291564941]
['CV', 76, 'UV', 7, 'comm', 'nm', 'V2', 'V2', 0.9728033472803347, 0.9411461353302002]
['CV', 325, 'UV', 53, 'md5sum', 'readelf', 'V1', 'V1', 0.9794801641586868, 0.24195265769958496]
['BV', 24, 'CV', 59, 'git', 'head', 'V0', 'V2', 0.9985602879424115, 3.0303432941436768]
['UV', 78, 'CV', 129, 'c++filt', 'dircolors', 'V0', 'V3', 0.994693787309308, 0.9793868064880371]
['UV', 78, 'CV', 261, 'c++filt', 'touch', 'V0', 'V1', 0.9964189794091316, 0.8248903751373291]
['CV', 110, 'BV', 26, 'wc', 'geany', 'V3', 'V2', 0.9918858671422203, 8.500684261322021]
['CV', 206, 'BV', 47, 'paste', 'dot', 'V0', 'V3', 0.9906976744186047, 0.019675016403198242]
['UV', 19, 'BV', 4, 'elfedit', 'geany', 'V2', 'V3', 0.9912848605577689, 6.200857400894165]
['CV', 151, 'BV', 46, 'md5sum', 'cluster', 'V3', 'V3', 0.9661016949152542, 0.31677675247192383]
['UV', 48, 'BV', 79, 'locate', 'bash', 'V1', 'V3', 0.9724796405504071, 6.081892251968384]
['BV', 37, 'CV', 326, 'geany', 'env', 'V1', 'V1', 0.9995297437103221, 2.5752720832824707]
['CV', 126, 'UV', 21, 'whoami', 'objdump', 'V3', 'V2', 0.9807841314117465, 1.26047682762146]
['UV', 87, 'CV', 37, 'objdump', 'seq', 'V0', 'V2', 0.9966133004926109, 1.1805181503295898]
['BV', 11, 'CV', 54, 'bash', 'false', 'V1', 'V2', 0.998262380538662, 1.2184159755706787]
['UV', 59, 'CV', 285, 'ld', 'factor', 'V1', 'V1', 0.998558246828143, 0.880267858505249]
['CV', 114, 'BV', 73, 'expr', 'geany', 'V3', 'V0', 0.9886782376502002, 6.300414562225342]
['CV', 68, 'BV', 30, 'cat', 'bash', 'V2', 'V0', 0.9729425028184893, 2.3185431957244873]
['CV', 152, 'UV', 14, 'env', 'objcopy', 'V3', 'V2', 0.9756352245040028, 1.1889429092407227]
['UV', 69, 'CV', 88, 'sdiff', 'stat', 'V0', 'V3', 0.9200887902330743, 0.17321205139160156]
['BV', 61, 'CV', 74, 'cmp', 'pathchk', 'V0', 'V2', 0.9059561128526645, 0.028271913528442383]
['UV', 69, 'CV', 5, 'sdiff', 'mkdir', 'V0', 'V2', 0.9227467811158798, 0.10497927665710449]
['BV', 47, 'CV', 8, 'dot', 'du', 'V3', 'V2', 0.9945578231292517, 0.06731843948364258]
['BV', 82, 'UV', 20, 'gvmap', 'size', 'V1', 'V2', 0.9436818021823301, 4.119615793228149]
['BV', 42, 'CV', 197, 'libvlc.so', 'wc', 'V1', 'V0', 0.9944629014396457, 0.2717020511627197]
['CV', 142, 'UV', 2, 'nohup', 'find', 'V3', 'V2', 0.9239453357100416, 0.317976713180542]
['BV', 22, 'CV', 72, 'cmp', 'id', 'V3', 'V2', 0.9408284023668639, 0.05710434913635254]
['BV', 60, 'CV', 44, 'codeblocks', 'true', 'V1', 'V2', 0.9992293860775752, 2.2299630641937256]
['UV', 56, 'CV', 323, 'c++filt', 'unexpand', 'V1', 'V1', 0.9982672731210743, 0.5977582931518555]
['CV', 60, 'UV', 56, 'hostid', 'c++filt', 'V2', 'V1', 0.9810548977395048, 0.7557501792907715]
['CV', 101, 'UV', 84, 'dirname', 'ar', 'V3', 'V0', 0.9804248229904207, 0.9742081165313721]
['CV', 292, 'BV', 11, 'sha1sum', 'bash', 'V1', 'V1', 0.9865538928648883, 1.502593755722046]
['BV', 31, 'CV', 64, 'codeblocks', 'md5sum', 'V0', 'V2', 0.9990779768177028, 2.976555824279785]
['CV', 308, 'UV', 46, 'od', 'diff', 'V1', 'V1', 0.9150521609538003, 0.22142410278320312]
['CV', 328, 'BV', 25, 'uname', 'git', 'V1', 'V3', 0.9959030385797201, 3.318308115005493]
['CV', 217, 'BV', 32, 'chmod', 'perl', 'V0', 'V0', 0.9842179426961014, 2.102017641067505]
['BV', 74, 'UV', 82, 'git', 'gprof', 'V1', 'V0', 0.9923574368018813, 59.842307329177856]
['UV', 22, 'BV', 10, 'nm', 'gvmap', 'V3', 'V2', 0.981311706629055, 3.911494255065918]
['CV', 80, 'UV', 39, 'uniq', 'find', 'V2', 'V3', 0.9640980735551664, 0.507850170135498]
['BV', 76, 'CV', 267, 'diff', 'fmt', 'V2', 'V1', 0.9906803355079217, 0.1221933364868164]
['CV', 153, 'BV', 35, 'link', 'libvlccore.so', 'V3', 'V2', 0.9907950753653204, 2.0843920707702637]
['UV', 18, 'CV', 11, 'ar', 'printenv', 'V2', 'V2', 0.9979678927047348, 0.6963894367218018]
['UV', 79, 'CV', 271, 'strings', 'ptx', 'V0', 'V1', 0.9937655860349127, 1.6807301044464111]
['CV', 106, 'BV', 44, 'pr', 'make', 'V3', 'V0', 0.9529953917050691, 0.669339656829834]
['UV', 60, 'CV', 10, 'gprof', 'ptx', 'V1', 'V2', 0.9957340917170281, 2.5376315116882324]
